"","olat","olng","lat5","lon5","neighborhood","mode","time_start","dis"
"179",47.66205,-122.29514,47.66392,-122.28002,"Ravenna",7,"5/21/2015 11:58:59.002 ",1152.54057227146
"180",47.66404,-122.28041,47.6805,-122.26343,"Laurelhurst",7,"5/21/2015 16:12:05.011 ",2231.016040385
"181",47.71995,-122.30066,47.68749,-122.26562,"Olympic Hills",7,"5/21/2015 17:36:20.966 ",4466.25643417938
"182",47.68136,-122.25539,47.68162,-122.25831,"Sand Point",1,"5/21/2015 18:35:02.976 ",220.747977223597
"183",47.68132,-122.25859,47.66863,-122.27678,"Sand Point",7,"5/21/2015 19:18:09.014 ",1963.2950336064
"184",47.66137,-122.30303,47.66137,-122.32262,"University District",6,"5/19/2015 7:54:59.990 ",1468.75839425147
"185",47.61274,-122.33724,47.61164,-122.33511,"Belltown",1,"5/19/2015 13:09:40.982 ",201.358874407124
"186",47.61164,-122.33511,47.61604,-122.3294,"Central Business District",6,"5/19/2015 16:13:16.982 ",650.78320749998
"187",47.66976,-122.29172,47.68109,-122.27928,"Ravenna",6,"5/19/2015 16:47:14.986 ",1568.49906302809
"188",47.68123,-122.27966,47.6808,-122.26055,"View Ridge",6,"5/19/2015 16:55:15.974 ",1433.03088308352
"189",47.6804,-122.26026,47.66866,-122.28978,"Sand Point",6,"5/19/2015 18:04:38.035 ",2569.82688810227
"190",47.66983,-122.29178,47.66598,-122.30176,"Ravenna",2,"5/20/2015 7:51:51.984 ",862.216956871784
"191",47.66838,-122.28397,47.66496,-122.31222,"Bryant",7,"5/20/2015 18:49:00.019 ",2151.77350718073
"192",47.63963,-122.35624,47.66497,-122.3339,"East Queen Anne",7,"5/20/2015 21:45:59.962 ",3280.77912954442
"193",47.6698,-122.29176,47.66259,-122.27742,"Ravenna",6,"5/21/2015 7:44:25.037 ",1341.60393941599
"194",47.66259,-122.27742,47.66144,-122.29341,"Laurelhurst",6,"5/21/2015 7:52:17.040 ",1205.64971564178
"195",47.61157,-122.33509,47.6449,-122.29098,"Central Business District",6,"5/21/2015 14:07:09.984 ",4971.64414905366
"197",47.61169,-122.33497,47.61725,-122.32669,"Central Business District",6,"5/21/2015 17:31:29.021 ",877.016355331162
"201",47.61767,-122.33892,47.62271,-122.33731,"Belltown",1,"5/19/2015 15:38:26.966 ",573.908668735198
"202",47.62257,-122.33706,47.61933,-122.33855,"South Lake Union",1,"5/19/2015 16:09:14.976 ",377.605080610835
"203",47.61776,-122.3389,47.61515,-122.32803,"Belltown",2,"5/19/2015 17:12:11.002 ",865.879065920036
"204",47.6267,-122.31702,47.62444,-122.31279,"Broadway",1,"5/19/2015 18:04:12.979 ",404.983582794346
"205",47.6228,-122.31243,47.62653,-122.31563,"Stevens",1,"5/19/2015 18:18:59.011 ",479.636808004458
"206",47.62662,-122.31715,47.61489,-122.32881,"Broadway",2,"5/20/2015 16:22:46.963 ",1571.77701103787
"207",47.61641,-122.34065,47.6172,-122.34003,"Belltown",1,"5/20/2015 17:48:16.013 ",99.4904918785163
"208",47.6172,-122.34003,47.61448,-122.32977,"Belltown",2,"5/20/2015 19:11:49.027 ",827.313401767612
"209",47.62663,-122.31722,47.62383,-122.32112,"Broadway",1,"5/21/2015 8:28:57.994 ",427.517129421602
"210",47.62248,-122.32111,47.62534,-122.31839,"Broadway",1,"5/21/2015 8:57:24.998 ",378.166210426773
"211",47.62664,-122.31721,47.61985,-122.31223,"Broadway",2,"5/21/2015 9:56:54.010 ",843.170140421561
"212",47.6189,-122.31193,47.62305,-122.31467,"Stevens",2,"5/21/2015 11:31:55.027 ",505.657025801987
"213",47.61527,-122.3185,47.61866,-122.31846,"Broadway",1,"5/19/2015 19:41:45.024 ",377.385010433915
"214",47.61108,-122.33813,47.61207,-122.33283,"Central Business District",1,"5/20/2015 17:15:55.987 ",412.731391370305
"215",47.67834,-122.31599,47.70753,-122.29224,"Roosevelt",16,"5/20/2015 19:13:04.973 ",3704.80745204334
"216",47.70824,-122.29339,47.66493,-122.32534,"Meadowbrook",22,"5/20/2015 20:52:42.038 ",5383.03373266451
"217",47.62545,-122.32072,47.62548,-122.32131,"Broadway",1,"5/21/2015 7:26:30.998 ",44.391406128165
"218",47.61416,-122.32233,47.61578,-122.32102,"Broadway",1,"5/21/2015 21:06:18.000 ",205.390831717371
"219",47.66819,-122.37286,47.66783,-122.37657,"West Woodland",6,"5/19/2015 22:09:38.995 ",280.993925645466
"220",47.63731,-122.37431,47.63739,-122.37627,"West Queen Anne",1,"5/20/2015 8:04:53.040 ",147.287891876782
"221",47.63678,-122.37632,47.62379,-122.35686,"Interbay",23,"5/20/2015 8:12:42.019 ",2054.81929303448
"223",47.61225,-122.33764,47.61546,-122.34602,"Central Business District",23,"5/20/2015 21:30:46.022 ",723.29473633972
"224",47.63725,-122.37607,47.61488,-122.34557,"West Queen Anne",23,"5/21/2015 8:37:21.965 ",3381.92379983887
"225",47.6148,-122.34535,47.63575,-122.34351,"Belltown",23,"5/21/2015 8:47:44.995 ",2336.22560909443
"227",47.63723,-122.3741,47.63733,-122.37539,"West Queen Anne",1,"5/19/2015 12:56:57.034 ",97.4004782056305
"228",47.63719,-122.37433,47.66806,-122.37323,"West Queen Anne",6,"5/19/2015 22:02:07.987 ",3437.42251457048
"229",47.66806,-122.37323,47.66876,-122.37673,"West Woodland",6,"5/19/2015 22:06:39.024 ",273.703615670149
"230",47.6683,-122.37692,47.65086,-122.37634,"Adams",6,"5/19/2015 22:11:21.984 ",1941.89890428685
"231",47.63735,-122.37624,47.6103,-122.33689,"Interbay",23,"5/20/2015 18:28:30.029 ",4217.08985906936
"232",47.61113,-122.33964,47.61052,-122.33837,"Central Business District",23,"5/20/2015 21:22:24.038 ",117.026167296811
"233",47.63755,-122.37401,47.63591,-122.37065,"West Queen Anne",6,"5/21/2015 18:23:58.042 ",311.208964468657
"234",47.62552,-122.35574,47.6414,-122.37521,"Lower Queen Anne",6,"5/21/2015 20:19:59.981 ",2293.0622129361
"235",47.67356,-122.37585,47.65954,-122.37629,"West Woodland",6,"5/21/2015 20:38:46.982 ",1561.04780145716
"236",47.61872,-122.31259,47.60978,-122.30284,"Stevens",8,"5/19/2015 18:25:41.030 ",1235.21214863033
"237",47.58564,-122.31415,47.59543,-122.31104,"North Beacon Hill",6,"5/20/2015 8:57:07.027 ",1114.54905121169
"238",47.61287,-122.32227,47.61215,-122.31668,"First Hill",6,"5/20/2015 10:07:05.030 ",427.089924488533
"239",47.58554,-122.31415,47.60457,-122.32075,"North Beacon Hill",6,"5/20/2015 10:35:39.984 ",2175.57894285999
"241",47.58556,-122.31415,47.59254,-122.30262,"North Beacon Hill",6,"5/20/2015 17:30:12.038 ",1163.23149345385
"242",47.58328,-122.31219,47.57753,-122.31045,"North Beacon Hill",8,"5/21/2015 7:03:41.040 ",653.286392445418
"243",47.58564,-122.31405,47.59661,-122.30216,"North Beacon Hill",6,"5/21/2015 8:31:12.000 ",1512.64428102415
"244",47.62014,-122.31243,47.5913,-122.30237,"Stevens",8,"5/21/2015 19:42:55.008 ",3298.04758623476
"245",47.57944,-122.31194,47.57639,-122.29758,"North Beacon Hill",29,"5/21/2015 22:21:03.974 ",1130.54688245882
"246",47.58563,-122.31442,47.6018,-122.31048,"North Beacon Hill",6,"5/19/2015 9:17:09.974 ",1824.17603802627
"247",47.64838,-122.30911,47.65229,-122.31053,"University District",6,"5/19/2015 10:38:40.992 ",448.09600755964
"248",47.61212,-122.31684,47.59435,-122.31692,"First Hill",6,"5/19/2015 11:14:40.042 ",1978.15646496404
"249",47.58537,-122.31399,47.59565,-122.31178,"North Beacon Hill",6,"5/20/2015 8:57:47.030 ",1156.32997859722
"250",47.61283,-122.32251,47.61175,-122.31673,"First Hill",6,"5/20/2015 10:06:25.027 ",450.115219581468
"251",47.61172,-122.31671,47.59773,-122.31734,"Minor",6,"5/20/2015 10:12:52.963 ",1558.07736385291
"252",47.58554,-122.31409,47.58135,-122.31449,"North Beacon Hill",9,"5/20/2015 16:23:31.978 ",467.394676907983
"253",47.65331,-122.39967,47.6453,-122.37618,"Lawton Park",9,"5/20/2015 19:56:40.042 ",1974.3844208406
"254",47.59959,-122.3186,47.59839,-122.3176,"Yesler Terrace",9,"5/20/2015 21:27:52.013 ",153.229217453414
"255",47.58555,-122.31409,47.60745,-122.31669,"North Beacon Hill",6,"5/21/2015 10:18:02.966 ",2445.69725121475
"256",47.61922,-122.31165,47.62983,-122.3201,"Stevens",9,"5/21/2015 10:38:25.958 ",1340.49753478298
"257",47.65771,-122.40343,47.65309,-122.39974,"Lawton Park",9,"5/21/2015 11:10:45.984 ",584.001067940453
"258",47.65326,-122.39954,47.64855,-122.3856,"Lawton Park",9,"5/21/2015 11:43:25.968 ",1169.47973453851
"259",47.60809,-122.32116,47.59165,-122.31498,"First Hill",9,"5/21/2015 12:39:30.989 ",1887.97051635666
"260",47.5628,-122.32983,47.56297,-122.3307,"Industrial District",9,"5/21/2015 13:04:23.981 ",68.0360116282265
"261",47.57944,-122.31204,47.5597,-122.29291,"North Beacon Hill",30,"5/21/2015 22:24:16.042 ",2625.47863433269
"262",47.61732,-122.3466,47.63038,-122.34242,"Belltown",2,"5/19/2015 8:17:03.984 ",1487.27494307271
"263",47.65059,-122.35147,47.63559,-122.34246,"Fremont",2,"5/19/2015 15:21:18.029 ",1801.34911608742
"264",47.61671,-122.34726,47.61429,-122.33982,"Belltown",1,"5/19/2015 17:52:11.021 ",619.899329911527
"265",47.6134,-122.31418,47.61509,-122.32094,"Minor",1,"5/19/2015 20:51:48.038 ",541.048683709486
"266",47.61731,-122.34702,47.63121,-122.34239,"Belltown",2,"5/20/2015 8:25:18.970 ",1585.85533243105
"267",47.65059,-122.35152,47.64079,-122.34484,"Fremont",2,"5/20/2015 14:28:35.962 ",1200.46416256853
"268",47.61688,-122.34695,47.62173,-122.35027,"Belltown",1,"5/20/2015 14:58:57.965 ",594.601441556607
"269",47.62481,-122.34699,47.61978,-122.34905,"Lower Queen Anne",1,"5/20/2015 15:25:43.968 ",580.878194962582
"323",47.60315,-122.33105,47.61237,-122.33814,"Pioneer Square",1,"5/21/2015 11:36:27.965 ",1156.10372471602
"324",47.61236,-122.33719,47.59977,-122.32285,"Central Business District",24,"5/21/2015 12:59:27.024 ",1767.0915642898
"373",47.64819,-122.33922,47.65546,-122.32338,"Wallingford",6,"5/19/2015 17:42:40.003 ",1437.31350373943
"375",47.64984,-122.35046,47.64956,-122.33901,"Fremont",6,"5/20/2015 6:38:12.019 ",859.220093177176
"376",47.64961,-122.33868,47.65388,-122.3256,"Wallingford",6,"5/20/2015 17:28:16.003 ",1089.96071117715
"380",47.64855,-122.34037,47.65446,-122.32657,"Wallingford",6,"5/21/2015 16:15:42.998 ",1226.27194062135
"391",47.59684,-122.32966,47.59787,-122.32933,"Pioneer Square",6,"5/20/2015 18:28:09.984 ",117.304550856631
"392",47.56509,-122.37754,47.56412,-122.39656,"Genesee",6,"5/20/2015 20:01:09.005 ",1432.73864457878
"393",47.56414,-122.39655,47.56525,-122.37223,"Genesee",6,"5/21/2015 7:06:27.014 ",1830.93792528325
"396",47.58793,-122.32033,47.6207,-122.32941,"Industrial District",6,"5/21/2015 16:40:42.038 ",3711.05482214261
"398",47.56418,-122.39658,47.56272,-122.38614,"Genesee",6,"5/19/2015 12:34:46.992 ",800.869747741651
"399",47.56283,-122.38628,47.56284,-122.38616,"Genesee",1,"5/19/2015 14:27:34.963 ",9.08243446543684
"400",47.56418,-122.39647,47.56467,-122.38653,"Genesee",6,"5/20/2015 8:04:31.958 ",748.623248951704
"401",47.56285,-122.38703,47.54934,-122.37652,"Genesee",6,"5/20/2015 13:59:55.997 ",1698.59393449581
"403",47.52228,-122.36796,47.53652,-122.37664,"Roxhill",6,"5/20/2015 15:06:21.024 ",1714.20097854641
"404",47.56283,-122.3862,47.56408,-122.39663,"Genesee",6,"5/20/2015 17:34:34.003 ",795.71501079615
"405",47.56412,-122.3966,47.57097,-122.35316,"Genesee",6,"5/20/2015 18:17:07.987 ",3350.68055874007
"406",47.59848,-122.33069,47.59374,-122.33559,"Pioneer Square",6,"5/20/2015 18:36:59.011 ",643.212641845843
"407",47.56404,-122.39649,47.56298,-122.39234,"Genesee",6,"5/21/2015 7:54:40.982 ",333.314316571859
"408",47.56412,-122.39642,47.55895,-122.38721,"Genesee",6,"5/21/2015 16:07:49.958 ",899.925320854279
"409",47.55909,-122.38717,47.56107,-122.38245,"Seaview",6,"5/21/2015 16:15:29.002 ",417.49239028071
"496",47.64904,-122.36076,47.62188,-122.34368,"North Queen Anne",6,"5/19/2015 9:10:28.042 ",3283.69673806878
"497",47.59071,-122.33373,47.59049,-122.2493,"Industrial District",6,"5/19/2015 9:56:07.008 ",6338.75453835859
"501",47.64865,-122.36359,47.63329,-122.34056,"North Queen Anne",6,"5/19/2015 14:45:23.990 ",2430.50877399796
"510",47.59055,-122.33379,47.62405,-122.34356,"Industrial District",6,"5/20/2015 15:25:01.978 ",3800.60907915414
"514",47.58548,-122.33384,47.59024,-122.33307,"Industrial District",6,"5/21/2015 8:44:19.018 ",533.025191662936
"515",47.59043,-122.33394,47.62594,-122.3436,"Industrial District",6,"5/21/2015 16:01:05.002 ",4018.88939966559
"522",47.64866,-122.3633,47.63575,-122.34356,"North Queen Anne",6,"5/19/2015 9:08:54.989 ",2063.34143279488
"523",47.59042,-122.33399,47.59042,-122.23944,"Industrial District",6,"5/19/2015 9:56:40.963 ",7098.50553346376
"527",47.64994,-122.36074,47.64929,-122.36382,"North Queen Anne",1,"5/19/2015 17:44:54.960 ",242.043269521126
"528",47.64929,-122.36382,47.64274,-122.34701,"North Queen Anne",7,"5/19/2015 20:12:28.022 ",1456.36894298464
"531",47.65024,-122.36128,47.64935,-122.36382,"North Queen Anne",1,"5/20/2015 13:24:48.960 ",214.703929297632
"532",47.64916,-122.36372,47.64167,-122.34518,"North Queen Anne",7,"5/20/2015 17:18:41.962 ",1621.28705080819
"534",47.64919,-122.36378,47.63869,-122.35698,"North Queen Anne",7,"5/21/2015 14:11:55.968 ",1275.27280959817
"535",47.63625,-122.35692,47.64924,-122.36377,"East Queen Anne",7,"5/21/2015 14:35:22.042 ",1534.59534920923
"621",47.69924,-122.31088,47.69946,-122.31716,"Maple Leaf",1,"5/19/2015 6:35:35.030 ",471.13671124246
"622",47.7018,-122.32719,47.6546,-122.32244,"Maple Leaf",23,"5/19/2015 6:54:05.962 ",5266.32749626509
"623",47.61411,-122.33194,47.67296,-122.3215,"Central Business District",23,"5/20/2015 15:49:40.973 ",6597.7791823549
"624",47.6992,-122.31099,47.70853,-122.32561,"Maple Leaf",7,"5/20/2015 17:12:37.008 ",1509.39206230372
"625",47.71374,-122.34301,47.72013,-122.34491,"Haller Lake",7,"5/20/2015 17:42:57.024 ",725.425419456129
"628",47.61528,-122.32973,47.65807,-122.32223,"Central Business District",23,"5/21/2015 16:49:25.018 ",4796.46763315455
"629",47.69931,-122.31093,47.68157,-122.31741,"Maple Leaf",7,"5/19/2015 9:57:37.037 ",2033.62750221229
"630",47.67504,-122.31619,47.68014,-122.32007,"Roosevelt",7,"5/19/2015 10:18:23.011 ",637.878071234904
"631",47.69958,-122.31198,47.71244,-122.32787,"Maple Leaf",7,"5/19/2015 10:32:36.989 ",1861.79469651729
"635",47.6993,-122.31091,47.67833,-122.31741,"Maple Leaf",7,"5/20/2015 13:50:57.034 ",2384.6445288984
"636",47.67482,-122.31593,47.69918,-122.31015,"Roosevelt",7,"5/20/2015 14:46:38.035 ",2746.11746040122
"637",47.69921,-122.31085,47.7087,-122.3249,"Maple Leaf",7,"5/20/2015 17:13:08.026 ",1491.26231960007
"638",47.71447,-122.3437,47.72328,-122.3449,"Haller Lake",7,"5/20/2015 17:44:47.011 ",984.833850997863
"641",47.69936,-122.31098,47.68195,-122.31707,"Maple Leaf",7,"5/20/2015 20:02:25.037 ",1991.07294235898
"642",47.67528,-122.31646,47.68366,-122.32192,"Roosevelt",7,"5/20/2015 20:19:21.014 ",1018.66808028028
"648",47.6853,-122.33527,47.68295,-122.3177,"Green Lake",7,"5/21/2015 10:15:16.042 ",1342.46993531574
"649",47.67476,-122.31669,47.69935,-122.31104,"Roosevelt",7,"5/21/2015 10:48:22.032 ",2769.89746978806
"650",47.60758,-122.29808,47.59048,-122.29749,"Mann",22,"5/21/2015 14:52:04.973 ",1904.07842139112
"651",47.5795,-122.29776,47.60024,-122.29715,"Atlantic",22,"5/21/2015 15:14:34.022 ",2309.22041793709
"652",47.60732,-122.29791,47.61851,-122.302,"Mann",7,"5/21/2015 15:29:14.006 ",1282.92194516856
"653",47.69925,-122.31102,47.70876,-122.32678,"Maple Leaf",7,"5/21/2015 19:15:25.027 ",1585.76330086739
"660",47.71161,-122.28583,47.69647,-122.30593,"Matthews Beach",6,"5/20/2015 8:42:57.024 ",2260.04854706263
"661",47.65909,-122.35434,47.68775,-122.35528,"Fremont",7,"5/20/2015 9:37:56.986 ",3191.1945650325
"662",47.71159,-122.28568,47.69173,-122.30638,"Matthews Beach",7,"5/20/2015 11:16:11.021 ",2700.47868017618
"663",47.66679,-122.31712,47.68331,-122.31748,"University District",7,"5/20/2015 12:25:52.003 ",1839.19594658934
"664",47.70973,-122.31957,47.71021,-122.30067,"Pinehurst",7,"5/20/2015 13:56:00.989 ",1416.714062702
"665",47.71772,-122.29666,47.71157,-122.28579,"Victory Heights",7,"5/20/2015 14:20:36.010 ",1063.73395355551
"666",47.71157,-122.28579,47.69739,-122.30572,"Matthews Beach",7,"5/20/2015 18:22:45.034 ",2172.73798333568
"667",47.66143,-122.34047,47.68327,-122.31639,"Wallingford",7,"5/20/2015 20:07:37.978 ",3028.01946357214
"668",47.71161,-122.28577,47.70858,-122.31297,"Matthews Beach",7,"5/21/2015 6:12:02.995 ",2065.14480622887
"669",47.70244,-122.32678,47.62613,-122.32947,"Maple Leaf",23,"5/21/2015 6:32:17.002 ",8497.18389943768
"670",47.61037,-122.32732,47.63567,-122.32312,"First Hill",7,"5/21/2015 19:40:58.022 ",2833.95803727814
"671",47.70241,-122.32644,47.70854,-122.32092,"Maple Leaf",7,"5/21/2015 19:52:59.030 ",797.900978728658
"674",47.60791,-122.33459,47.68969,-122.32841,"Central Business District",7,"5/19/2015 11:51:57.024 ",9115.49725999859
"675",47.69142,-122.35854,47.68817,-122.34278,"Greenwood",6,"5/19/2015 15:48:30.038 ",1235.13549697102
"676",47.67998,-122.32487,47.68874,-122.34392,"Green Lake",6,"5/19/2015 16:18:56.966 ",1728.90100394188
"677",47.69395,-122.35295,47.69345,-122.3504,"Greenwood",1,"5/19/2015 16:59:40.013 ",199.009617155294
"678",47.69374,-122.35294,47.68673,-122.34017,"Greenwood",6,"5/20/2015 7:26:41.971 ",1234.74825212847
"679",47.68013,-122.32455,47.68583,-122.33759,"Green Lake",6,"5/20/2015 7:49:53.962 ",1165.19087003755
"680",47.68629,-122.33797,47.70828,-122.32708,"Green Lake",7,"5/20/2015 10:57:38.016 ",2580.31157515881
"681",47.7092,-122.3187,47.70511,-122.3468,"Pinehurst",7,"5/20/2015 12:44:07.987 ",2153.62363849859
"682",47.69392,-122.35292,47.68903,-122.34686,"Greenwood",1,"5/20/2015 17:18:34.013 ",708.881799103173
