"","olat","olng","lat5","lon5","neighborhood","mode","time_start","dis"
"511",47.6104,-122.32757,47.61186,-122.32422,"First Hill",6,"5/20/2015 17:37:49.008 ",299.36700345372
"512",47.6026,-122.31383,47.60492,-122.32718,"Minor",6,"5/19/2015 9:28:35.040 ",1034.76613189827
"513",47.664,-122.30018,47.66133,-122.32047,"Ravenna",6,"5/19/2015 13:46:57.965 ",1549.96786434594
"514",47.62045,-122.32934,47.6045,-122.32074,"South Lake Union",6,"5/19/2015 14:28:05.030 ",1889.20317154789
"515",47.64208,-122.31884,47.62626,-122.30239,"Montlake",17,"5/19/2015 7:25:12.029 ",2150.36939973538
"516",47.55121,-122.31844,47.55514,-122.33415,"Mid-Beacon Hill",17,"5/19/2015 12:44:32.006 ",1258.7649912491
"517",47.55103,-122.31827,47.5958,-122.32049,"Mid-Beacon Hill",17,"5/19/2015 19:54:52.042 ",4986.56157903599
"518",47.64039,-122.30375,47.64143,-122.31864,"Montlake",6,"5/20/2015 8:31:20.986 ",1122.79840484849
"519",47.64213,-122.31853,47.66921,-122.32176,"Montlake",17,"5/20/2015 9:57:01.958 ",3024.24546568671
"520",47.69279,-122.34404,47.6932,-122.34349,"North College Park",17,"5/20/2015 10:42:22.003 ",61.4936099281638
"521",47.55575,-122.33518,47.56102,-122.33674,"Industrial District",17,"5/20/2015 11:39:24.998 ",598.244435559106
"522",47.56096,-122.33659,47.52988,-122.33475,"Industrial District",17,"5/20/2015 11:53:22.992 ",3462.57122388264
"523",47.64155,-122.32026,47.63264,-122.32462,"Montlake",17,"5/20/2015 14:23:44.966 ",1044.38329829533
"524",47.57218,-122.33457,47.59039,-122.32909,"Industrial District",6,"5/20/2015 15:05:13.027 ",2068.47131580732
"525",47.65094,-122.3222,47.6407,-122.3042,"Eastlake",6,"5/20/2015 15:54:34.992 ",1766.85143738248
"526",47.6408,-122.30438,47.65528,-122.3023,"Montlake",6,"5/20/2015 16:10:31.958 ",1619.43626612994
"527",47.66458,-122.29968,47.66146,-122.30054,"Ravenna",6,"5/20/2015 16:50:45.974 ",353.250861385722
"528",47.64206,-122.31884,47.65165,-122.32113,"Montlake",6,"5/20/2015 17:35:19.968 ",1081.27983573985
"529",47.67673,-122.30433,47.66889,-122.31307,"Ravenna",6,"5/20/2015 19:09:23.011 ",1091.27818314108
"530",47.63878,-122.34407,47.6503,-122.35134,"East Queen Anne",6,"5/19/2015 19:39:27.994 ",1393.49967130381
"531",47.63886,-122.34428,47.64771,-122.34053,"East Queen Anne",6,"5/20/2015 8:05:21.034 ",1024.53799335821
"532",47.65242,-122.31425,47.66026,-122.30086,"University District",6,"5/20/2015 11:28:38.035 ",1330.3086068409
"533",47.65971,-122.29848,47.65094,-122.30825,"University District",6,"5/20/2015 13:36:09.014 ",1220.57136835015
"534",47.65253,-122.31418,47.64812,-122.34252,"University District",6,"5/20/2015 17:10:31.037 ",2181.20133359768
"535",47.63873,-122.3441,47.6481,-122.34232,"East Queen Anne",6,"5/21/2015 8:03:21.024 ",1051.57230385717
"536",47.66188,-122.29946,47.65285,-122.31436,"Ravenna",6,"5/21/2015 12:40:12.029 ",1502.87037612397
"537",47.65239,-122.31433,47.66131,-122.31588,"University District",6,"5/21/2015 17:57:37.008 ",999.748217129953
"538",47.64986,-122.35106,47.64599,-122.33469,"Fremont",6,"5/21/2015 18:33:42.019 ",1301.05019052968
"539",47.6452,-122.33336,47.64648,-122.33486,"Wallingford",6,"5/21/2015 20:23:04.013 ",181.544505284665
"540",47.66601,-122.31324,47.66514,-122.3347,"University District",6,"5/21/2015 20:39:31.997 ",1611.74424092222
"541",47.63896,-122.34415,47.62451,-122.34168,"East Queen Anne",7,"5/19/2015 15:34:50.016 ",1619.20356325984
"542",47.62025,-122.32911,47.62468,-122.33449,"South Lake Union",7,"5/19/2015 16:12:38.966 ",637.289700504561
"543",47.63764,-122.35628,47.63857,-122.34435,"East Queen Anne",7,"5/19/2015 16:37:52.003 ",900.817888535201
"544",47.64956,-122.34937,47.63875,-122.34418,"Fremont",6,"5/19/2015 21:15:02.016 ",1264.75224049641
"545",47.63878,-122.34419,47.63759,-122.35612,"East Queen Anne",7,"5/20/2015 9:45:08.986 ",904.599857676028
"546",47.63759,-122.35612,47.62442,-122.3461,"East Queen Anne",7,"5/20/2015 10:00:11.002 ",1647.54809884712
"547",47.67045,-122.38375,47.65493,-122.36077,"Adams",6,"5/19/2015 6:47:43.987 ",2439.9154831287
"548",47.62664,-122.3301,47.64208,-122.34319,"South Lake Union",6,"5/19/2015 15:38:50.035 ",1979.48611298323
"549",47.67034,-122.38539,47.64608,-122.34959,"Adams",6,"5/20/2015 6:44:07.987 ",3807.69903866128
"550",47.6266,-122.33026,47.65166,-122.32122,"South Lake Union",6,"5/20/2015 16:05:24.979 ",2870.88952302725
"551",47.67986,-122.32472,47.67599,-122.35339,"Green Lake",6,"5/20/2015 17:28:00.019 ",2191.6079336242
"552",47.67041,-122.3837,47.65428,-122.36026,"Adams",6,"5/21/2015 6:43:34.982 ",2512.46898442179
"553",47.67033,-122.38363,47.64643,-122.34981,"Adams",6,"5/20/2015 6:44:04.013 ",3675.42030048288
"554",47.62665,-122.3308,47.66358,-122.31635,"South Lake Union",6,"5/20/2015 16:08:17.002 ",4251.47230012121
"555",47.67982,-122.3248,47.67599,-122.35331,"Green Lake",6,"5/20/2015 17:28:50.995 ",2178.97616768228
"556",47.6704,-122.38377,47.65341,-122.35925,"Adams",6,"5/21/2015 6:43:38.957 ",2637.55059997446
"557",47.67152,-122.31211,47.66069,-122.31195,"University District",6,"5/19/2015 9:19:42.989 ",1205.64975482087
"558",47.55605,-122.27032,47.57709,-122.29704,"Seward Park",6,"5/19/2015 15:10:37.978 ",3084.41724172357
"559",47.65951,-122.3423,47.65588,-122.32055,"Fremont",6,"5/21/2015 8:30:00.029 ",1680.1366199419
"560",47.61912,-122.31206,47.63525,-122.30162,"Stevens",6,"5/21/2015 10:16:45.984 ",1958.97955553
"561",47.66188,-122.33674,47.64898,-122.32245,"Wallingford",6,"5/21/2015 18:32:11.040 ",1791.73052398143
"562",47.61619,-122.31171,47.63841,-122.31998,"Stevens",6,"5/21/2015 22:07:26.976 ",2550.14727581143
"563",47.6619,-122.33674,47.64352,-122.32217,"Wallingford",6,"5/21/2015 18:33:14.026 ",2319.48900398266
"564",47.6232,-122.3129,47.64221,-122.32004,"Broadway",6,"5/21/2015 22:07:59.981 ",2182.9145137653
"565",47.60598,-122.33398,47.55055,-122.3156,"Central Business District",7,"5/20/2015 13:57:36.979 ",6322.92328977329
"566",47.66988,-122.39718,47.67804,-122.38102,"Adams",6,"5/19/2015 10:09:54.979 ",1514.06202706106
"567",47.66998,-122.39715,47.66034,-122.37628,"Adams",6,"5/19/2015 15:19:02.986 ",1897.26094525188
"568",47.59754,-122.31252,47.59922,-122.3308,"Atlantic",6,"5/19/2015 16:39:27.994 ",1384.87974108581
"569",47.66725,-122.38299,47.65424,-122.35628,"Adams",6,"5/20/2015 7:46:41.030 ",2471.41609836503
"570",47.57582,-122.3283,47.59011,-122.329,"Industrial District",6,"5/20/2015 8:19:10.992 ",1591.62364130485
"571",47.67082,-122.38652,47.67004,-122.39726,"Adams",6,"5/20/2015 8:59:19.997 ",809.759467903256
"572",47.66996,-122.39713,47.67599,-122.40208,"Adams",6,"5/20/2015 17:05:28.032 ",766.980078085369
"573",47.67399,-122.40751,47.67049,-122.40256,"Sunset Hill",6,"5/20/2015 20:18:32.026 ",538.0328484131
"574",47.67001,-122.39717,47.66142,-122.36716,"Adams",6,"5/20/2015 21:31:28.963 ",2444.5914998975
"575",47.57577,-122.32811,47.59256,-122.32978,"Industrial District",6,"5/20/2015 21:50:39.034 ",1873.25578363447
"576",47.66995,-122.39716,47.67603,-122.37635,"Adams",7,"5/21/2015 19:45:02.966 ",1700.38694740249
"577",47.68269,-122.35556,47.68269,-122.35879,"Phinney Ridge",7,"5/21/2015 22:35:46.032 ",242.070030038819
"578",47.67612,-122.37732,47.66997,-122.39716,"Loyal Heights",6,"5/19/2015 11:15:31.968 ",1637.18368904458
"579",47.66696,-122.38276,47.65421,-122.35652,"Adams",6,"5/20/2015 7:46:46.042 ",2425.90769813753
"580",47.66996,-122.39722,47.64864,-122.37652,"Adams",6,"5/19/2015 15:20:22.992 ",2835.76040775268
"581",47.59769,-122.31209,47.60164,-122.33634,"Atlantic",6,"5/19/2015 16:42:36.000 ",1872.64518276745
"582",47.6227,-122.35894,47.62431,-122.34664,"Lower Queen Anne",7,"5/19/2015 15:58:33.024 ",940.102102157259
"583",47.62293,-122.35854,47.63703,-122.37036,"Lower Queen Anne",7,"5/20/2015 17:59:46.003 ",1802.76459478255
"584",47.72048,-122.36727,47.73431,-122.35165,"Broadview",7,"5/20/2015 19:48:41.990 ",1933.45158473765
"585",47.6263,-122.3082,47.62721,-122.31268,"Stevens",6,"5/19/2015 17:47:15.014 ",351.044046514993
"586",47.69022,-122.32298,47.72675,-122.32354,"Roosevelt",6,"5/19/2015 19:05:22.992 ",4066.71735065717
"587",47.62629,-122.30823,47.64299,-122.32012,"Stevens",6,"5/20/2015 17:41:30.019 ",2061.91967913274
"588",47.64322,-122.32171,47.72359,-122.32422,"Portage Bay",6,"5/21/2015 18:13:45.034 ",8948.72475904255
"589",47.62684,-122.36189,47.6485,-122.37211,"Lower Queen Anne",6,"5/19/2015 9:55:56.986 ",2530.10909579394
"590",47.62673,-122.36182,47.65444,-122.37627,"Lower Queen Anne",6,"5/19/2015 14:53:52.973 ",3269.5273559055
"591",47.62676,-122.36189,47.63502,-122.35715,"Lower Queen Anne",6,"5/20/2015 9:19:04.973 ",985.860827867106
"592",47.62678,-122.36188,47.61332,-122.34778,"Lower Queen Anne",6,"5/20/2015 12:45:33.005 ",1834.23305303667
"593",47.57974,-122.3289,47.60531,-122.33936,"Industrial District",6,"5/20/2015 14:54:39.974 ",2952.77290900675
"594",47.64937,-122.37767,47.63778,-122.37034,"Interbay",6,"5/20/2015 15:36:34.042 ",1402.43590349059
"595",47.62674,-122.36155,47.63954,-122.35989,"Lower Queen Anne",6,"5/21/2015 18:16:31.958 ",1430.32047741579
"596",47.64624,-122.33683,47.64957,-122.34941,"Wallingford",6,"5/21/2015 19:53:37.997 ",1013.6417088963
"597",47.64984,-122.35188,47.63443,-122.37043,"Fremont",6,"5/21/2015 21:57:23.040 ",2208.71420540582
"598",47.66063,-122.31276,47.75196,-122.32982,"University District",6,"5/20/2015 20:20:20.026 ",10246.8148676809
"599",47.55922,-122.33344,47.57144,-122.32612,"Industrial District",6,"5/19/2015 14:36:32.026 ",1467.23875744293
"600",47.6622,-122.28194,47.67869,-122.26371,"Laurelhurst",6,"5/19/2015 17:40:41.981 ",2288.47417505461
"601",47.66285,-122.28294,47.66137,-122.28741,"Laurelhurst",6,"5/20/2015 8:18:55.008 ",373.440329367161
"602",47.55171,-122.33401,47.55919,-122.33306,"Georgetown",6,"5/20/2015 8:58:27.034 ",835.722882450618
"603",47.55919,-122.33306,47.57154,-122.32927,"Industrial District",6,"5/20/2015 15:16:50.966 ",1403.96020830964
"604",47.66206,-122.28228,47.66248,-122.28558,"Laurelhurst",6,"5/20/2015 18:43:43.968 ",251.791795379203
"605",47.55919,-122.33289,47.57445,-122.3214,"Industrial District",6,"5/21/2015 16:13:48.000 ",1905.3888683727
"606",47.66226,-122.28234,47.66437,-122.28177,"Laurelhurst",6,"5/21/2015 19:09:47.981 ",238.739933993073
"607",47.70862,-122.3316,47.70065,-122.33017,"North College Park",7,"5/20/2015 15:48:09.994 ",893.660255369286
"608",47.65312,-122.3026,47.64403,-122.30427,"University District",7,"5/20/2015 17:57:14.976 ",1019.61491004628
"609",47.6183,-122.29263,47.63506,-122.30162,"Madrona",7,"5/20/2015 18:18:17.021 ",1983.88605711474
"610",47.56626,-122.36484,47.55167,-122.36301,"North Delridge",6,"5/19/2015 8:44:54.960 ",1629.95904794643
"611",47.52239,-122.38869,47.54063,-122.39603,"Fauntleroy",6,"5/19/2015 9:17:40.992 ",2104.08002432523
"612",47.58019,-122.3858,47.57171,-122.36166,"North Admiral",6,"5/19/2015 9:41:25.037 ",2043.90651167988
"613",47.56486,-122.33097,47.54532,-122.33207,"Industrial District",6,"5/19/2015 10:20:09.974 ",2176.75212771987
"614",47.58198,-122.38502,47.57095,-122.36223,"North Admiral",6,"5/19/2015 10:41:15.043 ",2106.34850019492
"615",47.5219,-122.36841,47.5212,-122.38919,"Roxhill",6,"5/19/2015 11:05:00.989 ",1564.08884019724
"616",47.52224,-122.38871,47.52531,-122.36045,"Fauntleroy",6,"5/19/2015 11:47:32.035 ",2151.68247186874
"617",47.56606,-122.36493,47.5582,-122.35142,"North Delridge",6,"5/19/2015 17:03:14.976 ",1339.9494501413
"618",47.52211,-122.38613,47.5285,-122.36047,"Fauntleroy",6,"5/20/2015 11:39:18.000 ",2055.84825359405
"619",47.5662,-122.36505,47.58104,-122.38469,"North Delridge",7,"5/20/2015 19:52:30.000 ",2214.63526662855
"620",47.581,-122.38489,47.58283,-122.38677,"North Admiral",7,"5/20/2015 19:57:22.032 ",247.846419033517
"621",47.58231,-122.38694,47.58198,-122.38455,"North Admiral",7,"5/20/2015 23:50:09.974 ",183.183032610719
"622",47.56614,-122.3654,47.57108,-122.32802,"North Delridge",6,"5/21/2015 8:31:25.997 ",2860.88782213469
"623",47.52242,-122.36545,47.53351,-122.37675,"Roxhill",6,"5/21/2015 11:30:23.962 ",1498.50489475858
"624",47.53812,-122.3607,47.56473,-122.36416,"Riverview",6,"5/21/2015 12:06:12.989 ",2973.59656718822
"625",47.67896,-122.36119,47.69773,-122.36578,"Phinney Ridge",6,"5/19/2015 19:05:45.024 ",2117.58779540839
"626",47.67888,-122.36105,47.68651,-122.36585,"Phinney Ridge",6,"5/20/2015 15:35:51.014 ",922.406091910829
"627",47.69676,-122.37245,47.69297,-122.37662,"Crown Hill",6,"5/20/2015 15:46:02.986 ",524.99718208105
"628",47.68039,-122.3513,47.66529,-122.34016,"Phinney Ridge",6,"5/21/2015 20:51:48.038 ",1876.9105432573
"629",47.6994,-122.32379,47.67512,-122.32128,"Maple Leaf",6,"5/19/2015 16:51:27.965 ",2709.37416243829
