"","olat","olng","lat10","lon10","neighborhood","mode","time_start","dis"
"1",47.62533,-122.3612,47.61282,-122.34112,"Lower Queen Anne",23,"5/19/2015 7:14:31.978 ",2051.71756648357
"2",47.62532,-122.36128,47.62142,-122.36481,"Lower Queen Anne",1,"5/19/2015 19:03:17.021 ",508.557178520151
"3",47.63342,-122.37923,47.62678,-122.37698,"Interbay",1,"5/19/2015 19:32:26.016 ",758.189425508396
"4",47.62531,-122.36118,47.61444,-122.34427,"Lower Queen Anne",23,"5/21/2015 7:16:45.984 ",1753.32283596561
"5",47.60908,-122.33871,47.62124,-122.35539,"Central Business District",23,"5/21/2015 16:34:31.037 ",1843.65873933923
"6",47.6254,-122.36113,47.62299,-122.35141,"Lower Queen Anne",1,"5/21/2015 19:06:02.995 ",777.055963635685
"7",47.60805,-122.34191,47.61227,-122.35047,"Pike-Market",1,"5/21/2015 19:44:17.002 ",795.850846433463
"8",47.62083,-122.31667,47.60582,-122.32924,"Broadway",6,"5/19/2015 9:54:45.965 ",1918.7869016378
"9",47.58119,-122.32871,47.61822,-122.32585,"Industrial District",6,"5/19/2015 10:42:27.014 ",4127.74724154679
"10",47.62079,-122.31695,47.61501,-122.31002,"Broadway",1,"5/19/2015 11:25:25.018 ",827.288814942176
"11",47.62085,-122.31643,47.60112,-122.31688,"Broadway",6,"5/19/2015 16:04:11.021 ",2196.59317473227
"12",47.55023,-122.31727,47.59942,-122.31721,"Mid-Beacon Hill",6,"5/19/2015 18:27:00.000 ",5475.80760605341
"13",47.62088,-122.31695,47.61032,-122.33186,"Broadway",22,"5/19/2015 21:43:39.994 ",1622.87322098343
"14",47.58759,-122.31622,47.60419,-122.32348,"North Beacon Hill",23,"5/20/2015 9:58:23.002 ",1926.59614440582
"15",47.62089,-122.31667,47.59592,-122.31535,"Broadway",6,"5/21/2015 11:30:12.038 ",2781.41251353628
"16",47.60778,-122.30989,47.62084,-122.31695,"Minor",6,"5/21/2015 13:06:27.014 ",1547.35804128258
"17",47.62084,-122.31695,47.58695,-122.31651,"Broadway",6,"5/21/2015 19:25:59.981 ",3772.7620907375
"18",47.58766,-122.31627,47.61864,-122.35041,"North Beacon Hill",22,"5/21/2015 19:55:15.024 ",4296.48298634503
"19",47.62344,-122.35676,47.58843,-122.31591,"Lower Queen Anne",22,"5/21/2015 23:47:29.962 ",4958.741391609
"33",47.60901,-122.33411,47.71961,-122.32408,"Central Business District",6,"5/21/2015 22:44:44.995 ",12334.8772662523
"63",47.61944,-122.3453,47.613,-122.34536,"South Lake Union",1,"5/19/2015 9:28:02.035 ",716.911658890973
"64",47.61195,-122.34343,47.6171,-122.34441,"Pike-Market",1,"5/19/2015 9:39:44.035 ",577.993005758852
"65",47.61939,-122.34522,47.61383,-122.33914,"South Lake Union",1,"5/19/2015 18:50:22.963 ",768.918362863546
"66",47.60912,-122.33323,47.61642,-122.34364,"Central Business District",1,"5/19/2015 20:42:08.986 ",1127.23919467312
"67",47.61938,-122.34536,47.61188,-122.34379,"South Lake Union",1,"5/20/2015 9:56:15.043 ",843.16765819463
"68",47.6114,-122.34388,47.61866,-122.34544,"Pike-Market",1,"5/20/2015 10:17:48.019 ",816.613885293141
"69",47.61947,-122.34522,47.64293,-122.31586,"South Lake Union",6,"5/21/2015 12:32:20.976 ",3416.34030499028
"70",47.66402,-122.29809,47.67583,-122.32212,"Ravenna",6,"5/21/2015 14:06:34.042 ",2230.08067679142
"71",47.61976,-122.34574,47.66097,-122.30083,"South Lake Union",6,"5/21/2015 20:04:29.021 ",5691.35980185823
"72",47.66398,-122.29871,47.67525,-122.33341,"Ravenna",6,"5/21/2015 20:28:47.021 ",2887.9549910731
"73",47.61918,-122.34514,47.61278,-122.34552,"South Lake Union",1,"5/19/2015 9:28:11.971 ",713.01516617565
"74",47.61172,-122.34398,47.61652,-122.34663,"Pike-Market",1,"5/19/2015 17:09:58.032 ",570.139406493684
"75",47.61944,-122.34517,47.62487,-122.34744,"South Lake Union",1,"5/19/2015 18:50:15.014 ",628.002328439902
"76",47.61848,-122.33665,47.6431,-122.31367,"Belltown",6,"5/21/2015 12:34:06.038 ",3237.7926650879
"77",47.66406,-122.29808,47.67556,-122.33201,"Ravenna",6,"5/21/2015 14:08:22.992 ",2847.48538513602
"105",47.66861,-122.3846,47.66216,-122.3492,"Adams",7,"5/19/2015 11:45:13.018 ",2749.3207147579
"106",47.67578,-122.31501,47.67845,-122.32708,"Roosevelt",7,"5/19/2015 12:12:20.016 ",952.248311412286
"107",47.67858,-122.32636,47.66898,-122.28493,"Green Lake",7,"5/19/2015 13:02:11.962 ",3284.20532588283
"108",47.65944,-122.27772,47.66274,-122.27999,"Laurelhurst",1,"5/19/2015 17:05:28.982 ",404.864392254659
"109",47.69009,-122.29032,47.66856,-122.27453,"Wedgwood",7,"5/20/2015 17:07:35.040 ",2672.9679984819
"110",47.67567,-122.31732,47.66215,-122.29517,"Roosevelt",7,"5/21/2015 11:35:29.990 ",2241.03822279696
"111",47.72061,-122.30069,47.6837,-122.26427,"Olympic Hills",7,"5/21/2015 17:32:40.992 ",4932.21116109288
"112",47.66416,-122.2805,47.66523,-122.32597,"Laurelhurst",7,"5/19/2015 9:21:04.982 ",3410.97210969609
"113",47.66836,-122.38485,47.6614,-122.34278,"Adams",7,"5/19/2015 11:46:43.997 ",3247.75201036006
"114",47.67585,-122.31468,47.67821,-122.3272,"Roosevelt",7,"5/19/2015 12:12:23.040 ",974.485042529798
"115",47.67821,-122.3272,47.66461,-122.28442,"Green Lake",7,"5/19/2015 13:03:01.037 ",3546.21725382639
"116",47.67602,-122.31918,47.67747,-122.32793,"Roosevelt",7,"5/19/2015 17:19:38.035 ",675.408516898038
"117",47.6766,-122.32739,47.66402,-122.28036,"Green Lake",7,"5/19/2015 20:21:47.030 ",3793.41895575609
"118",47.66385,-122.28023,47.66325,-122.2806,"Laurelhurst",1,"5/20/2015 9:22:40.022 ",72.3229801103294
"119",47.66416,-122.28034,47.70612,-122.29086,"Laurelhurst",7,"5/20/2015 15:41:50.957 ",4737.03068320566
"120",47.68999,-122.29031,47.67467,-122.26477,"Wedgwood",7,"5/20/2015 17:05:47.990 ",2563.62633380869
"121",47.6618,-122.27799,47.67609,-122.31761,"Laurelhurst",7,"5/21/2015 9:45:45.965 ",3369.25014308415
"122",47.67604,-122.31763,47.66205,-122.29485,"Roosevelt",7,"5/21/2015 11:36:11.981 ",2311.1751629785
"123",47.66404,-122.28041,47.70996,-122.2803,"Laurelhurst",7,"5/21/2015 16:12:05.011 ",5111.79766363745
"124",47.68136,-122.25539,47.68132,-122.25859,"Sand Point",1,"5/21/2015 18:35:02.976 ",239.869240593704
"125",47.66137,-122.30303,47.65786,-122.32273,"University District",6,"5/19/2015 7:54:59.990 ",1527.86234661146
"126",47.61164,-122.33511,47.62218,-122.32784,"Central Business District",6,"5/19/2015 16:13:16.982 ",1293.93007864438
"127",47.66983,-122.29178,47.65214,-122.30842,"Ravenna",2,"5/20/2015 7:51:51.984 ",2331.17953874093
"128",47.66838,-122.28397,47.66487,-122.34078,"Bryant",7,"5/20/2015 18:49:00.019 ",4276.78174695703
"129",47.63963,-122.35624,47.6648,-122.30966,"East Queen Anne",7,"5/20/2015 21:45:59.962 ",4477.87465253077
"130",47.66259,-122.27742,47.6632,-122.29766,"Laurelhurst",6,"5/21/2015 7:52:17.040 ",1518.96634584788
"131",47.61157,-122.33509,47.64232,-122.20161,"Central Business District",6,"5/21/2015 14:07:09.984 ",10583.1261635618
"133",47.61169,-122.33497,47.6205,-122.30757,"Central Business District",6,"5/21/2015 17:31:29.021 ",2278.01245671156
"138",47.62257,-122.33706,47.61776,-122.3389,"South Lake Union",1,"5/19/2015 16:09:14.976 ",552.959785981378
"139",47.61776,-122.3389,47.61851,-122.31698,"Belltown",2,"5/19/2015 17:12:11.002 ",1646.92808034102
"140",47.6267,-122.31702,47.6228,-122.31243,"Broadway",1,"5/19/2015 18:04:12.979 ",554.14590823544
"141",47.62662,-122.31715,47.61683,-122.33985,"Broadway",2,"5/20/2015 16:22:46.963 ",2022.045826639
"142",47.6172,-122.34003,47.61526,-122.31873,"Belltown",2,"5/20/2015 19:11:49.027 ",1612.86948212135
"143",47.62663,-122.31722,47.62257,-122.32097,"Broadway",1,"5/21/2015 8:28:57.994 ",532.376977405454
"144",47.62664,-122.31721,47.6189,-122.31193,"Broadway",2,"5/21/2015 9:56:54.010 ",948.324600767349
"145",47.6189,-122.31193,47.62669,-122.31708,"Stevens",2,"5/21/2015 11:31:55.027 ",949.372798277229
"146",47.61527,-122.3185,47.62103,-122.31801,"Broadway",1,"5/19/2015 19:41:45.024 ",642.253591727871
"147",47.61108,-122.33813,47.61527,-122.32519,"Central Business District",1,"5/20/2015 17:15:55.987 ",1077.28072245568
"148",47.62056,-122.32151,47.62723,-122.31928,"Broadway",1,"5/20/2015 17:47:50.006 ",761.118730355385
"149",47.62672,-122.31721,47.63361,-122.32022,"Broadway",23,"5/20/2015 18:23:25.037 ",799.540800756146
"150",47.70824,-122.29339,47.63876,-122.32005,"Meadowbrook",22,"5/20/2015 20:52:42.038 ",7988.467921936
"151",47.62545,-122.32072,47.62362,-122.32142,"Broadway",1,"5/21/2015 7:26:30.998 ",210.375756634405
"152",47.60368,-122.33373,47.60976,-122.31674,"Central Business District",22,"5/21/2015 17:57:40.032 ",1443.64568199903
"153",47.61416,-122.32233,47.61806,-122.31987,"Broadway",1,"5/21/2015 21:06:18.000 ",471.761829145101
"154",47.66819,-122.37286,47.63702,-122.37388,"West Woodland",6,"5/19/2015 22:09:38.995 ",3470.67144965734
"155",47.63678,-122.37632,47.61849,-122.35659,"Interbay",23,"5/20/2015 8:12:42.019 ",2517.2316978271
"156",47.6148,-122.34537,47.66406,-122.34694,"Belltown",23,"5/20/2015 8:36:13.018 ",5484.86241680549
"158",47.61225,-122.33764,47.61882,-122.35543,"Central Business District",23,"5/20/2015 21:30:46.022 ",1522.18813944152
"159",47.6148,-122.34535,47.6735,-122.34692,"Belltown",23,"5/21/2015 8:47:44.995 ",6535.51493235346
"161",47.6683,-122.37692,47.63735,-122.37427,"Adams",6,"5/19/2015 22:11:21.984 ",3451.06413148081
"162",47.61113,-122.33964,47.61289,-122.34143,"Central Business District",23,"5/20/2015 21:22:24.038 ",237.551286979444
"163",47.63755,-122.37401,47.62586,-122.35542,"West Queen Anne",6,"5/21/2015 18:23:58.042 ",1907.42931184967
"164",47.62552,-122.35574,47.65782,-122.37624,"Lower Queen Anne",6,"5/21/2015 20:19:59.981 ",3910.57376852275
"165",47.67356,-122.37585,47.63723,-122.37411,"West Woodland",6,"5/21/2015 20:38:46.982 ",4046.34112177291
"166",47.61872,-122.31259,47.59011,-122.30227,"Stevens",8,"5/19/2015 18:25:41.030 ",3277.69050619977
"167",47.58564,-122.31415,47.60142,-122.31749,"North Beacon Hill",6,"5/20/2015 8:57:07.027 ",1774.42683091708
"168",47.61287,-122.32227,47.59989,-122.31728,"First Hill",6,"5/20/2015 10:07:05.030 ",1492.6748638341
"169",47.58554,-122.31415,47.63043,-122.32588,"North Beacon Hill",6,"5/20/2015 10:35:39.984 ",5074.0862866877
"171",47.58328,-122.31219,47.57091,-122.30762,"North Beacon Hill",8,"5/21/2015 7:03:41.040 ",1419.14337115637
"172",47.58564,-122.31405,47.61301,-122.30748,"North Beacon Hill",6,"5/21/2015 8:31:12.000 ",3086.46970797769
"173",47.62014,-122.31243,47.5814,-122.31337,"Stevens",8,"5/21/2015 19:42:55.008 ",4313.09424470081
"174",47.57944,-122.31194,47.55144,-122.28847,"North Beacon Hill",29,"5/21/2015 22:21:03.974 ",3580.9410305618
"175",47.58563,-122.31442,47.6183,-122.30279,"North Beacon Hill",6,"5/19/2015 9:17:09.974 ",3740.10857008492
"176",47.64838,-122.30911,47.63577,-122.30164,"University District",6,"5/19/2015 10:38:40.992 ",1511.41803460236
"177",47.58537,-122.31399,47.60294,-122.31897,"North Beacon Hill",6,"5/20/2015 8:57:47.030 ",1991.29304900536
"178",47.58554,-122.31409,47.59634,-122.32879,"North Beacon Hill",9,"5/20/2015 16:23:31.978 ",1631.9856149518
"179",47.64449,-122.3771,47.6441,-122.37765,"Interbay",9,"5/20/2015 20:52:25.968 ",59.886258782748
"180",47.59959,-122.3186,47.59837,-122.3176,"Yesler Terrace",9,"5/20/2015 21:27:52.013 ",155.173997307639
"181",47.58555,-122.31409,47.61827,-122.31159,"North Beacon Hill",6,"5/21/2015 10:18:02.966 ",3647.20430096571
"182",47.61922,-122.31165,47.64981,-122.32214,"Stevens",9,"5/21/2015 10:38:25.958 ",3494.99862437954
"183",47.65326,-122.39954,47.62755,-122.36914,"Lawton Park",9,"5/21/2015 11:43:25.968 ",3659.27259702672
"184",47.60809,-122.32116,47.58636,-122.32919,"First Hill",9,"5/21/2015 12:39:30.989 ",2492.94630774206
"185",47.56601,-122.3303,47.56473,-122.32977,"Industrial District",9,"5/21/2015 14:48:44.006 ",147.945644637935
"186",47.57944,-122.31204,47.5251,-122.27835,"North Beacon Hill",30,"5/21/2015 22:24:16.042 ",6557.32319221249
"187",47.61732,-122.3466,47.6456,-122.34931,"Belltown",2,"5/19/2015 8:17:03.984 ",3154.67265104013
"188",47.65059,-122.35147,47.62166,-122.3425,"Fremont",2,"5/19/2015 15:21:18.029 ",3290.01103940318
"189",47.61671,-122.34726,47.61277,-122.33595,"Belltown",1,"5/19/2015 17:52:11.021 ",955.353410368694
"190",47.6134,-122.31418,47.61533,-122.32729,"Minor",1,"5/19/2015 20:51:48.038 ",1006.99189882788
"191",47.61731,-122.34702,47.6453,-122.34891,"Belltown",2,"5/20/2015 8:25:18.970 ",3119.056781833
"192",47.65059,-122.35152,47.62431,-122.34256,"Fremont",2,"5/20/2015 14:28:35.962 ",3001.68394075712
"193",47.61688,-122.34695,47.62465,-122.34732,"Belltown",1,"5/20/2015 14:58:57.965 ",865.397870280436
"194",47.62481,-122.34699,47.61711,-122.34704,"Lower Queen Anne",1,"5/20/2015 15:25:43.968 ",857.168289231443
"236",47.61236,-122.33719,47.53649,-122.29816,"Central Business District",24,"5/21/2015 12:59:27.024 ",8939.98223501848
"276",47.64819,-122.33922,47.65228,-122.30324,"Wallingford",6,"5/19/2015 17:42:40.003 ",2736.31675097313
"278",47.64961,-122.33868,47.65772,-122.32601,"Wallingford",6,"5/20/2015 17:28:16.003 ",1310.60559700994
"281",47.64855,-122.34037,47.65361,-122.31519,"Wallingford",6,"5/21/2015 16:15:42.998 ",1970.46480622552
"293",47.59684,-122.32966,47.5992,-122.33321,"Pioneer Square",6,"5/20/2015 18:28:09.984 ",374.208795552342
"294",47.56414,-122.39655,47.57099,-122.35341,"Genesee",6,"5/21/2015 7:06:27.014 ",3328.74170137434
"296",47.58793,-122.32033,47.65843,-122.32246,"Industrial District",6,"5/21/2015 16:40:42.038 ",7849.65111174599
"298",47.56418,-122.39658,47.56283,-122.38628,"Genesee",6,"5/19/2015 12:34:46.992 ",788.148247384086
"299",47.56418,-122.39647,47.56271,-122.38567,"Genesee",6,"5/20/2015 8:04:31.958 ",827.586280723379
"300",47.56285,-122.38703,47.52645,-122.37661,"Genesee",6,"5/20/2015 13:59:55.997 ",4126.98509127636
"301",47.52228,-122.36796,47.56096,-122.3763,"Roxhill",6,"5/20/2015 15:06:21.024 ",4351.20931551419
"302",47.56412,-122.3966,47.60509,-122.33917,"Genesee",6,"5/20/2015 18:17:07.987 ",6276.54705582113
"303",47.59848,-122.33069,47.56464,-122.37753,"Pioneer Square",6,"5/20/2015 18:36:59.011 ",5153.76563472647
"304",47.56404,-122.39649,47.56289,-122.38715,"Genesee",6,"5/21/2015 7:54:40.982 ",713.161927801605
"305",47.55909,-122.38717,47.57147,-122.34336,"Seaview",6,"5/21/2015 16:15:29.002 ",3567.61942625096
"366",47.64904,-122.36076,47.59025,-122.33601,"North Queen Anne",6,"5/19/2015 9:10:28.042 ",6802.86607326575
"367",47.59071,-122.33373,47.57966,-122.17951,"Industrial District",6,"5/19/2015 9:56:07.008 ",11644.6432426758
"370",47.64865,-122.36359,47.62459,-122.33822,"North Queen Anne",6,"5/19/2015 14:45:23.990 ",3285.5757415588
"376",47.59055,-122.33379,47.67814,-122.34557,"Industrial District",6,"5/20/2015 15:25:01.978 ",9790.43431234626
"380",47.58548,-122.33384,47.59047,-122.33394,"Industrial District",6,"5/21/2015 8:44:19.018 ",555.534996648085
"381",47.59043,-122.33394,47.67425,-122.34724,"Industrial District",6,"5/21/2015 16:01:05.002 ",9383.99003479366
"386",47.64866,-122.3633,47.59603,-122.33441,"North Queen Anne",6,"5/19/2015 9:08:54.989 ",6246.8846743229
"387",47.59042,-122.33399,47.5798,-122.17571,"Industrial District",6,"5/19/2015 9:56:40.963 ",11943.0066529447
"391",47.64929,-122.36382,47.68561,-122.33739,"North Queen Anne",7,"5/19/2015 20:12:28.022 ",4502.51282218361
"394",47.64916,-122.36372,47.65479,-122.34729,"North Queen Anne",7,"5/20/2015 17:18:41.962 ",1382.3021258871
"396",47.64919,-122.36378,47.63625,-122.35692,"North Queen Anne",7,"5/21/2015 14:11:55.968 ",1529.60390134111
"397",47.64909,-122.36356,47.64693,-122.35171,"North Queen Anne",7,"5/21/2015 17:11:37.997 ",920.634746996319
"462",47.69924,-122.31088,47.69993,-122.32325,"Maple Leaf",1,"5/19/2015 6:35:35.030 ",929.93808124542
"463",47.7018,-122.32719,47.6141,-122.3314,"Maple Leaf",23,"5/19/2015 6:54:05.962 ",9767.82131709803
"464",47.61411,-122.33194,47.69069,-122.31217,"Central Business District",23,"5/20/2015 15:49:40.973 ",8652.79375113528
"465",47.6992,-122.31099,47.71236,-122.33425,"Maple Leaf",7,"5/20/2015 17:12:37.008 ",2276.44265015246
"466",47.71374,-122.34301,47.74047,-122.34464,"Haller Lake",7,"5/20/2015 17:42:57.024 ",2978.07223112373
"469",47.61528,-122.32973,47.67409,-122.32099,"Central Business District",23,"5/21/2015 16:49:25.018 ",6579.43296791546
"470",47.69149,-122.3293,47.69909,-122.31089,"North College Park",1,"5/21/2015 17:15:41.040 ",1618.17272058781
"471",47.67504,-122.31619,47.69949,-122.32129,"Roosevelt",7,"5/19/2015 10:18:23.011 ",2748.46306988897
"472",47.69958,-122.31198,47.78968,-122.31605,"Maple Leaf",7,"5/19/2015 10:32:36.989 ",10034.5121332942
"475",47.69921,-122.31085,47.71227,-122.34132,"Maple Leaf",7,"5/20/2015 17:13:08.026 ",2706.22095568239
"478",47.69936,-122.31098,47.67528,-122.31646,"Maple Leaf",7,"5/20/2015 20:02:25.037 ",2711.84689418917
"479",47.67528,-122.31646,47.75769,-122.32798,"Roosevelt",7,"5/20/2015 20:19:21.014 ",9214.3229421677
"483",47.67476,-122.31669,47.69943,-122.31098,"Roosevelt",7,"5/21/2015 10:48:22.032 ",2779.38732183604
"484",47.69908,-122.31101,47.70866,-122.32964,"Maple Leaf",7,"5/21/2015 13:29:04.963 ",1756.45118355278
"485",47.60758,-122.29808,47.57942,-122.29754,"Mann",22,"5/21/2015 14:52:04.973 ",3135.01897773544
"486",47.60732,-122.29791,47.64288,-122.30266,"Mann",7,"5/21/2015 15:29:14.006 ",3974.53074069784
"487",47.67503,-122.31656,47.69938,-122.31071,"Roosevelt",7,"5/21/2015 16:02:28.982 ",2745.85054098558
"488",47.69925,-122.31102,47.75746,-122.32823,"Maple Leaf",7,"5/21/2015 19:15:25.027 ",6606.80332168097
"495",47.71161,-122.28583,47.68207,-122.31999,"Matthews Beach",6,"5/20/2015 8:42:57.024 ",4167.00935712195
"496",47.65909,-122.35434,47.69048,-122.3399,"Fremont",7,"5/20/2015 9:37:56.986 ",3658.10958480142
"497",47.71159,-122.28568,47.66925,-122.31737,"Matthews Beach",7,"5/20/2015 11:16:11.021 ",5277.66668034372
"498",47.66679,-122.31712,47.70913,-122.31913,"University District",7,"5/20/2015 12:25:52.003 ",4715.67336622212
"499",47.70973,-122.31957,47.71772,-122.29666,"Pinehurst",7,"5/20/2015 13:56:00.989 ",1932.76973604306
"500",47.71157,-122.28579,47.68201,-122.32056,"Matthews Beach",7,"5/20/2015 18:22:45.034 ",4196.98272597612
"501",47.66143,-122.34047,47.70829,-122.30138,"Wallingford",7,"5/20/2015 20:07:37.978 ",5982.711046033
"502",47.71161,-122.28577,47.70244,-122.32678,"Matthews Beach",7,"5/21/2015 6:12:02.995 ",3237.19109776775
"503",47.70244,-122.32678,47.60381,-122.32897,"Maple Leaf",23,"5/21/2015 6:32:17.002 ",10980.669444389
"504",47.70241,-122.32644,47.71192,-122.28962,"Maple Leaf",7,"5/21/2015 19:52:59.030 ",2954.34377908253
"506",47.60791,-122.33459,47.69074,-122.355,"Central Business District",7,"5/19/2015 11:51:57.024 ",9346.76679409295
"507",47.69398,-122.35308,47.69188,-122.35893,"Greenwood",6,"5/19/2015 15:29:50.986 ",496.778656791582
"508",47.69142,-122.35854,47.68027,-122.32482,"Greenwood",6,"5/19/2015 15:48:30.038 ",2815.34666086491
"509",47.67998,-122.32487,47.69395,-122.35295,"Green Lake",6,"5/19/2015 16:18:56.966 ",2616.55537598944
"510",47.69392,-122.35292,47.68699,-122.34086,"Greenwood",1,"5/20/2015 17:18:34.013 ",1188.18680441396
"511",47.68005,-122.32492,47.68695,-122.34032,"Green Lake",1,"5/20/2015 18:09:01.037 ",1386.35736376597
"512",47.69405,-122.35302,47.61336,-122.33047,"Greenwood",6,"5/21/2015 6:21:23.040 ",9140.14308444494
"516",47.60801,-122.33431,47.64245,-122.34487,"Central Business District",2,"5/19/2015 16:18:26.035 ",3914.85201752713
"517",47.69393,-122.35291,47.66153,-122.35408,"Greenwood",2,"5/20/2015 8:18:39.974 ",3607.81741250922
"518",47.60794,-122.33485,47.63412,-122.34229,"Central Business District",2,"5/20/2015 17:04:12.000 ",2967.32860752634
"519",47.69392,-122.35271,47.61294,-122.33057,"Greenwood",6,"5/21/2015 6:21:25.027 ",9166.25379895527
"523",47.64454,-122.37352,47.65871,-122.40381,"North Queen Anne",2,"5/19/2015 15:34:17.011 ",2765.41175917253
"524",47.66649,-122.41733,47.63948,-122.41084,"Lawton Park",2,"5/19/2015 16:12:10.973 ",3045.87018379558
"525",47.64461,-122.37292,47.66176,-122.3896,"North Queen Anne",2,"5/20/2015 12:03:01.008 ",2282.37131183531
"528",47.66754,-122.39626,47.65552,-122.38325,"Adams",2,"5/20/2015 14:19:16.003 ",1655.85340670475
"529",47.64447,-122.3732,47.66292,-122.37363,"North Queen Anne",7,"5/21/2015 12:55:14.995 ",2054.09769344896
"530",47.64445,-122.37319,47.65811,-122.40644,"North Queen Anne",7,"5/21/2015 15:33:14.026 ",2920.50139011394
"531",47.65811,-122.40644,47.66414,-122.41573,"Lawton Park",1,"5/21/2015 16:16:52.982 ",967.32912284547
"532",47.65799,-122.40646,47.64452,-122.37335,"Lawton Park",7,"5/21/2015 16:40:46.963 ",2900.55397535969
"533",47.64453,-122.37333,47.72491,-122.28093,"North Queen Anne",2,"5/19/2015 9:50:34.022 ",11314.3274932885
"535",47.64411,-122.30306,47.65083,-122.33109,"Montlake",2,"5/19/2015 16:25:54.019 ",2231.24497052426
"536",47.66206,-122.36815,47.64777,-122.36097,"West Woodland",2,"5/19/2015 17:07:00.998 ",1679.39364677028
"538",47.64453,-122.37328,47.64626,-122.34955,"North Queen Anne",2,"5/21/2015 8:25:09.034 ",1790.08829646482
"539",47.6433,-122.30477,47.62956,-122.15896,"Montlake",26,"5/21/2015 9:04:03.994 ",11043.7415480345
"541",47.61529,-122.32615,47.64452,-122.37293,"Broadway",22,"5/21/2015 21:24:07.027 ",4785.79411214783
"542",47.65269,-122.31008,47.65809,-122.31164,"University District",1,"5/19/2015 12:25:36.019 ",612.400638060825
"543",47.66026,-122.31217,47.65265,-122.31061,"University District",1,"5/19/2015 12:47:48.998 ",855.178835794261
"544",47.65278,-122.3107,47.66416,-122.30279,"University District",2,"5/19/2015 21:16:48.979 ",1398.77497754783
"545",47.65266,-122.31003,47.65581,-122.30922,"University District",1,"5/20/2015 13:39:31.968 ",355.877801226382
"546",47.65159,-122.30437,47.65821,-122.31432,"University District",1,"5/21/2015 12:30:16.992 ",1048.6789964408
"548",47.73395,-122.31309,47.75858,-122.25174,"Pinehurst",7,"5/19/2015 8:45:39.974 ",5348.45724134592
"554",47.55513,-122.3753,47.58755,-122.32014,"North Delridge",6,"5/21/2015 15:16:43.018 ",5494.2729381929
"568",47.56424,-122.37612,47.58919,-122.32057,"Fairmount Park",6,"5/21/2015 15:17:00.038 ",5011.62204713418
"574",47.60923,-122.32923,47.6122,-122.3182,"First Hill",1,"5/19/2015 17:41:54.038 ",891.358951389012
"575",47.60874,-122.31685,47.61417,-122.31967,"First Hill",1,"5/19/2015 20:15:10.973 ",640.441680236142
"576",47.61415,-122.31975,47.60918,-122.31785,"Broadway",1,"5/19/2015 23:44:12.019 ",571.336658794989
"577",47.60557,-122.32324,47.6099,-122.32949,"Yesler Terrace",1,"5/20/2015 2:20:51.994 ",672.582843966204
"578",47.60916,-122.32482,47.60898,-122.32941,"First Hill",1,"5/20/2015 12:02:43.987 ",345.061702182197
"579",47.61004,-122.327,47.61388,-122.32132,"First Hill",1,"5/21/2015 16:33:44.035 ",603.676895315856
"583",47.61966,-122.34958,47.61557,-122.34826,"Lower Queen Anne",1,"5/19/2015 11:21:19.037 ",465.946308383907
"584",47.61091,-122.33718,47.61595,-122.34502,"Central Business District",1,"5/19/2015 13:23:52.973 ",812.972720554621
"585",47.62489,-122.35218,47.62447,-122.34018,"Lower Queen Anne",6,"5/19/2015 14:07:04.973 ",901.544139504215
"595",47.67947,-122.25826,47.67358,-122.26634,"Sand Point",6,"5/21/2015 21:54:17.021 ",892.570857379981
"602",47.6703,-122.32311,47.58972,-122.27795,"Wallingford",6,"5/20/2015 6:54:55.987 ",9588.58659552489
"604",47.67026,-122.32309,47.6135,-122.19642,"Wallingford",6,"5/21/2015 6:14:53.030 ",11409.8652746748
"606",47.67037,-122.32269,47.57794,-122.31949,"Wallingford",7,"5/19/2015 7:20:02.026 ",10292.0613003998
"611",47.67022,-122.32325,47.57024,-122.32025,"Wallingford",7,"5/20/2015 7:27:14.026 ",11131.9988301634
"617",47.65365,-122.34235,47.67022,-122.32291,"Wallingford",7,"5/20/2015 21:36:57.974 ",2350.89596833278
"618",47.67014,-122.323,47.58948,-122.32076,"Wallingford",7,"5/21/2015 7:45:54.029 ",8980.60249796637
"624",47.65415,-122.34217,47.67049,-122.32321,"Wallingford",7,"5/21/2015 21:01:11.971 ",2308.52218591113
"625",47.61962,-122.355,47.61922,-122.3222,"Lower Queen Anne",6,"5/19/2015 8:44:54.960 ",2461.55506567957
"626",47.61738,-122.32222,47.6186,-122.34027,"Broadway",1,"5/19/2015 14:15:03.974 ",1361.21305662597
"627",47.61809,-122.34753,47.61587,-122.34649,"Belltown",1,"5/19/2015 14:56:39.034 ",259.1585332295
"628",47.61967,-122.35502,47.6157,-122.32215,"Lower Queen Anne",6,"5/20/2015 8:43:39.965 ",2505.76648311561
"629",47.61725,-122.32145,47.61859,-122.34316,"Broadway",6,"5/20/2015 15:28:09.984 ",1635.87461962238
"630",47.61968,-122.35508,47.6187,-122.32253,"Lower Queen Anne",6,"5/21/2015 8:49:08.026 ",2444.83943366296
"631",47.61726,-122.3217,47.61526,-122.32084,"Broadway",6,"5/21/2015 14:20:08.016 ",231.803295686139
"632",47.61526,-122.32084,47.62009,-122.3552,"Broadway",6,"5/21/2015 14:41:14.986 ",2633.75927869997
"633",47.61968,-122.35536,47.58178,-122.32909,"Lower Queen Anne",6,"5/21/2015 18:35:11.962 ",4657.07359032204
"634",47.56245,-122.32985,47.59668,-122.32703,"Industrial District",6,"5/21/2015 20:13:43.968 ",3816.34574680674
